,mem,int,tru,emp,aes,itt,cft,topic,img_index,mem-why,int-why,tru-why,emp-why,aes-why,itt-why,cft-why,chart_name
463,5,6,6,0,6,6,6,HousePrice,8,The chart has a map and color scheme to simplify the info and this can make it easily rememberable ,The info of the house price change is interesting and very intriguing ,"The chart has credits from credible sources at the bottom , proving that it's trustworthy ",I can not empathise with the chart,The chart has beautiful colors,The chart can be used to address the housing price challenge ,I like the chart overall,HousePrice-8
464,3,5,5,0,2,6,5,HousePrice,9,The chart is a bit complex in terms of dedicating info from it,The chart shows the housing index and inflation line,The sources at the bottom are credible ,I can not ,I do not find it aesthetically pleasing,The chatt can used yo address the rising housing price jndex,I don't like the appearance but I like he information ,HousePrice-9
465,2,4,2,2,2,2,2,HousePrice,10,The is slightly confusing so I doubt it is easily remembered ,It is not interest and also not uninteresting ,There are no credits so it could be false info ,I can not empathise with the chart,The chart is bland,No he chart is misleading ,I do not like he chart,HousePrice-10
466,6,6,6,5,6,6,5,HousePrice,11,The chart has clear conclusions and info about the cost of housing,The information given by the chart is intriguing ,The chart has credible sources listed at the bottom,I can understand the perspective of the chart,The design of the house and colors om the chart I aesthetically pleasing ,The chart has knowledge I can consume ,J like the chart overall ,HousePrice-11
467,6,6,5,6,4,6,5,HousePrice,6,The chart is well put and clear to read,The information and the maps on he chart are interesting ,"The chart is from the ministry land , infrastructure,  transport and tourism , a credible source",I can see the perspective of the ministry kn he housing prices,The chart is okay,I can learn from the chart,The chart is easy to read,HousePrice-6
468,1,5,0,4,7,3,3,COVID,11,"Lots of informations, too many to remember",Interesting but hard to follow,No sources,Nothing to empathize with,Good color combo,difficult to understand,difficult to understand seems incomplete with the data,COVID-11
469,6,6,7,6,6,5,6,COVID,12,Easy to remember one's country in the graphic,Visually presents known information,Credible sources,We lived through this ,good color combo ,Lots of info to take in but still easily understood,Known information,COVID-12
470,7,6,3,2,6,6,6,COVID,7,few information to remember,new to me information shared ,"Not familiar with the source, it does not appear to be very credible ",nothing to empathize with ,Good contrast and color combo,easily understood ,nothing shocking ,COVID-7
471,3,5,7,2,7,3,6,COVID,8,the bubbles are a little difficult to keep track of ,new to me informations ,Multiple credible sources ,I'm removed from the situation ,Chart looks pleasing ,The chart requires concentration to understand ,nothing shocking ,COVID-8
472,3,5,7,2,4,3,4,COVID,9,Too busy to be easily remembered ,the way it presents the information is unique ,Strong open source sources ,removed from the subject matter,Color contrast is good but the graphic looks too busy ,It's not readily apparent at first glance,too busy but still new to me informations ,COVID-9
473,7,5,0,3,3,7,4,COVID,10,"few, easily digestible information ",New to me information ,No sources given ,Nothing to empathize with ,"Not the best looking chart, but nothing too bad ",easily understood ,the subject matter is not interesting to me ,COVID-10
474,6,6,6,7,5,6,2,COVID,7,"Yes, I can easily remember the information on the graph.","Yes, it is topical and interesting information","Yes, i believe so. the numbers were high during that period","Alot of people died, yes i can empathize.","Yes, color coordinated to show different stats. ","Yes, gives valuable information","No, it talks about death stats.",COVID-7
475,1,4,5,6,5,5,2,COVID,2,"No, information is clustered.",Not really. I do not find this interesting. ,"Yes, it look accurate. ","Yes, these are numbers of people who were fighting for their lives","No, I feel it is clustered and has too much information. ",Yes. gives more additional information,This still gives information of people fighting for their lives. it is unconfortable,COVID-2
476,1,5,5,4,3,5,3,COVID,3,"Not really, too much information on one chart. Difficult to remember. ","Yes, it gives more intel of what was happening real time","Yes, I can trust this chart","Yes, i can. It shows how people felt about being vaccinated. and who had access. ","No, it is not. I find it condensed. ","Yes, gives valuable information to conduct more studies. ","No, I do not. Not really. ",COVID-3
477,6,7,6,6,7,6,6,COVID,4,"Yes, it is easily remembered. Sufficient info.","Yes, i do find it interesting because it give good insights regarding coronavirus","Yes, it is trustworthy. Numbers look logical and true","Yes, i can. It gives a snapshot of people who were fighting for their lives. ","Yes, it is. i love the colors used. I love bright colors","Yes, it is. Gives information that i did not have before looking at this study. ","Yes, I do feel comfortable. it is pleasing to the eye. beautiful colors. ",COVID-4
478,6,6,6,6,5,5,5,COVID,5,"Yes, it is easily remembered. it is a basic chart with just enough information. ","Yes, it is. Gives information i did not know. ","Yes, it is. It is issued by the government. ","Yes, I can. A lot of people were hospitalized and fighting for their lives in hospital. ","Yes, it is. Nive matt color is easy on the eyes. ","Yes, it is. Gives more intel on the actual numbers. ",Not really. The numbers are high and makes me uneasy. ,COVID-5
479,2,5,0,4,4,5,4,COVID,6,"No, too much information on this chart. not easy to remember. ","Yes, it is interesting information i did not know before this study. ","Not really, no source provided. ","Not really, i am not sure if this information is accurate. ","Yes, i like the colors used on the chart. ",I believe so. it give alot of valuable information. ,"Neutral about this, no source so I cannot decide.",COVID-6
480,7,5,5,4,7,7,6,HousePrice,6,its clear,it contain an interesting topicins very interes,it contains facts,I am in the middle,Its very fascinating,creative,I like it.,HousePrice-6
481,7,6,5,4,6,6,6,HousePrice,7,Its easy to understand,very interesting because its one of my favorites topics,It contains trustworthy sources,There is no reason for empathy,it is well organized,it is well designed and researched,I am very comfortable,HousePrice-7
482,1,2,6,2,2,2,4,HousePrice,8,it is complex,it is confusing,contains reliable sources,i do not relate with it at all,it is complicated,It is way to complex,I do not know how I feel about it,HousePrice-8
483,7,7,6,6,6,7,7,HousePrice,9,It is easily remembered because it is well constructed,It contains information I relate to.,Research was conducted,I strongly do,Love the design and lay out of the information,it captured my eye and attention,I love it.,HousePrice-9
484,7,7,4,6,7,7,6,HousePrice,10,It is simply constructed and easy to understand,contains eye catching realities,i do not see any sources present on the chart,Yes I do,Love the creativity behind it,"It is, it challenges one",It is not biased,HousePrice-10
485,1,2,0,4,3,6,0,HousePrice,11,It is very complex,it is an unusual chart,It is so confusing,I am undecided,I do not like it very much,it is very challenging,it is complex,HousePrice-11
486,6,6,7,6,7,5,6,HousePrice,7,"There are legends on the chart and a big title, so it's easy  to remember. ","I think house price increase is a very interesting topic for most of people, and it's fun to compare the prices between countries. ",Credible organisation. ,The chart is clear and simple. ,"I like the colour and the image of a house and money on the right of the chart, very cool. ",It shows the house price increases between countries very well. ,It looks very good and explains the data well. ,HousePrice-7
487,3,6,6,4,6,5,6,HousePrice,8,The numbers are a bit hard to read. ,I like the map on the right with different colours representing different annual rates of change. ,Data is from a credible organisation/company. ,Numbers are not very easy to read but there is a rank so it is alright. ,I like the colour combination. ,Quite clear representation of the overall data trend in colours. ,It looks very good and I love the use of the map in the chart. ,HousePrice-8
